date,newDeaths,TransCars,TransLight Commercial Vehicles,TransHeavy Goods Vehicles,TransAll motor vehicles,Transtiol Rail,Trans for London Tube,Trans for London Bus,TransBus (excl),TransCycling,Care home deaths,pillarplannedCapacity,pillarcapacityOne,pillarcapacityTwo,Antibody_Tests_plannedPCRCapacity,Antibody_Tests_newPCRTests,Antibody_Tests_cumPCRTests,Antibody_Tests_plannedCapacity,Antibody_Tests_new,Antibody_Tests_cum,newCases,cumCases,newVirusTests,cumVirusTests,res_schools_closed,res_pubs_closed,res_shops_closed,res_eating_places_closed,res_stay_at_home,res_house_mix_banned,res_wfh,res_rule_of_6_indoors,res_curfew,res_eat_out,count_flight,flight 7day avg,cumAdmissions,New Admissions numerical,New Admission bins
10/23/2020,225,0.86,0.98,1.04,0.9,0.33,0.34,0.56,0.52,0.74,21,490248,83668,273000,369148,346671,29090941,121100,5054,2419208,20530,830998,346682,29090966,0,0,0,0,0,1,1,0,1,0,2408,2076.71,164283,1299,b.Medium(500-1500)
10/24/2020,219,0.84,1.03,1.14,0.88,0.33,0.37,0.57,0.47,0.83,6,495439,83246,278000,374339,317895,29408836,121100,1463,2420671,23012,854010,317896,29408862,0,0,0,0,0,1,1,0,1,0,2028,2057,165545,1262,b.Medium(500-1500)
10/25/2020,255,0.87,1.05,1.18,0.91,0.33,0.41,0.58,0.55,1.26,6,499096,83164,281000,377996,321113,29729949,121100,622,2421293,19790,873800,321114,29729976,0,0,0,0,0,1,1,0,1,0,2238,2058,166970,1425,b.Medium(500-1500)
10/26/2020,282,0.83,0.98,1.05,0.87,0.32,0.33,0.57,0.45,0.74,48,566823,134112,293200,445723,261855,29994301,121100,2489,2423782,20890,894690,261861,29994334,0,0,0,0,0,1,1,0,1,0,2148,2063.57,168511,1541,c.High(above 1500)
10/27/2020,285,0.79,0.95,1.03,0.83,0.32,0.33,0.52,0.44,0.5,36,560641,137574,295900,439541,280995,30282244,121100,30138,2463679,22885,917575,280997,30282279,0,0,0,0,0,1,1,0,1,0,1753,2061.57,170010,1499,b.Medium(500-1500)
10/28/2020,281,0.81,0.96,1.04,0.85,0.31,0.34,0.55,0.44,0.81,22,588612,161869,297200,467512,308763,30591147,121100,35012,2498691,24701,942275,308810,30591229,0,0,0,0,0,1,1,0,1,0,1833,2061.43,171504,1494,b.Medium(500-1500)
10/29/2020,320,0.78,0.92,1.02,0.82,0.31,0.34,0.55,0.42,0.69,30,602061,167879,301100,480961,347626,30941069,121100,30453,2529148,23065,965340,347632,30941157,0,0,0,0,0,1,1,0,1,0,2028,2062.29,173096,1592,c.High(above 1500)
10/30/2020,352,0.83,0.93,1.01,0.86,0.31,0.36,0.57,0.47,0.75,43,599541,173392,299200,478441,305139,31249603,121100,25030,2554427,24405,989745,305207,31249759,0,0,0,0,0,1,1,0,1,0,2497,2075,174482,1386,b.Medium(500-1500)
10/31/2020,340,0.83,0.99,1.09,0.86,0.31,0.39,0.59,0.47,0.79,13,646382,172789,346500,525282,292573,31544617,121100,15659,2570535,21915,1011660,292573,31544773,0,0,0,0,0,1,1,0,1,0,2021,2074,175944,1462,b.Medium(500-1500)
11/1/2020,359,0.86,1.06,1.15,0.89,0.32,0.4,0.59,0.54,0.83,12,640870,173007,336000,519770,270473,31817003,121100,12536,2583073,23254,1034914,270473,31817159,0,0,0,0,0,1,1,0,1,0,2259,2077,177442,1498,b.Medium(500-1500)
11/2/2020,338,0.87,1.04,1.07,0.92,0.33,0.37,0.6,0.59,0.7,76,642116,176334,337000,521016,207817,32038590,121100,11490,2595803,18950,1053864,207831,32038760,0,0,0,0,0,1,1,0,1,0,2034,2060.71,179016,1574,c.High(above 1500)
11/3/2020,377,0.88,1.03,1.06,0.92,0.34,0.4,0.62,0.63,0.7,76,647467,176418,347450,526367,265024,32309316,121100,10350,2611592,20018,1073882,265136,32309598,0,0,0,0,0,1,1,0,1,0,1716,2055.43,180543,1527,c.High(above 1500)
11/4/2020,340,0.92,1.07,1.07,0.96,0.35,0.43,0.64,0.62,1.1,40,649345,176468,347000,528245,301131,32622557,121100,7384,2618976,25177,1099059,301288,32622996,0,0,0,0,0,1,1,0,1,0,1825,2054.29,182231,1688,c.High(above 1500)
11/5/2020,388,0.67,0.86,1.04,0.73,0.34,0.23,0.47,0.44,1.06,38,651212,176468,352800,530112,344045,32970188,121100,11392,2630398,24141,1123197,344159,32970741,0,1,1,1,1,1,1,0,0,0,1649,2000.14,183822,1591,c.High(above 1500)
11/6/2020,417,0.67,0.84,1.04,0.72,0.32,0.22,0.47,0.43,0.95,55,651146,176446,353600,530046,350818,33321098,121100,7617,2638015,23287,1146484,355032,33325865,0,1,1,1,1,1,1,0,0,0,1954,1922.57,185240,1418,b.Medium(500-1500)
11/7/2020,417,0.61,0.78,1.1,0.65,0.3,0.17,0.4,0.31,1.72,12,648861,175761,352000,527761,322043,33643141,121100,3099,2641393,24957,1171441,329430,33655295,0,1,1,1,1,1,1,0,0,0,1403,1834.29,186800,1560,c.High(above 1500)
11/8/2020,433,0.57,0.72,1.09,0.6,0.28,0.16,0.36,0.32,1.18,13,639057,175457,342500,517957,276998,33923171,121100,2967,2644384,20572,1192013,283397,33941724,0,1,1,1,1,1,1,0,0,0,1536,1731,188492,1692,c.High(above 1500)
11/9/2020,493,0.7,0.9,1.06,0.76,0.27,0.23,0.49,0.48,0.76,97,625591,176591,327900,504491,234079,34158037,121100,7046,2651432,21350,1213363,243245,34185815,0,1,1,1,1,1,1,0,0,0,1440,1646.14,190260,1768,c.High(above 1500)
11/10/2020,410,0.7,0.89,1.04,0.76,0.25,0.23,0.49,0.49,0.78,75,632551,176651,334800,511451,292419,34450009,121100,5298,2656805,20412,1233775,304843,34490306,0,1,1,1,1,1,1,0,0,0,1239,1578,192116,1856,c.High(above 1500)
11/11/2020,409,0.69,0.89,1.05,0.75,0.23,0.23,0.47,0.46,0.95,75,640057,176557,342400,518957,365028,34818383,121100,4035,2662272,22950,1256725,377608,34871387,0,1,1,1,1,1,1,0,0,0,1245,1495.14,194088,1972,c.High(above 1500)
11/12/2020,430,0.7,0.86,1.03,0.76,0.23,0.22,0.48,0.48,1.11,63,641051,176651,343300,519951,369185,35188237,121100,4044,2666361,33470,1290195,379955,35252165,0,1,1,1,1,1,1,0,0,0,1337,1450.57,196004,1916,c.High(above 1500)
11/13/2020,450,0.71,0.86,1.03,0.76,0.24,0.23,0.49,0.46,0.89,56,641235,176735,343400,520135,372178,35560415,121100,3806,2670167,27301,1317496,382110,35634389,0,1,1,1,1,1,1,0,0,0,1531,1390.14,197655,1651,c.High(above 1500)
11/14/2020,459,0.61,0.77,1.06,0.65,0.24,0.18,0.38,0.32,0.72,13,635518,176418,338000,514418,336771,35897186,121100,895,2671062,26860,1344356,343784,35978280,0,1,1,1,1,1,1,0,0,0,983,1330.14,199271,1616,c.High(above 1500)
11/15/2020,457,0.6,0.76,1.08,0.63,0.24,0.19,0.37,0.35,0.91,10,625695,176995,327600,504595,278265,36173956,121100,796,2671995,24962,1369318,283866,36260720,0,1,1,1,1,1,1,0,0,0,1164,1277,200946,1675,c.High(above 1500)
11/16/2020,431,0.71,0.92,1.06,0.78,0.23,0.24,0.49,0.48,0.82,102,640517,177417,342000,519417,223912,36416418,121100,2440,2674824,21363,1390681,234189,36513502,0,1,1,1,1,1,1,0,0,0,1277,1253.71,202717,1771,c.High(above 1500)
11/17/2020,466,0.71,0.9,1.04,0.77,0.23,0.24,0.49,0.49,0.8,76,650791,177891,351800,529691,273273,36690446,121100,3188,2682266,20051,1410732,283358,36797786,0,1,1,1,1,1,1,0,0,0,1104,1234.43,204435,1718,c.High(above 1500)
11/18/2020,514,0.7,0.89,1.05,0.76,0.23,0.23,0.48,0.45,0.77,59,657571,176971,359500,536471,356295,37057033,121100,3136,2685414,19609,1430341,364490,37172632,0,1,1,1,1,1,1,0,0,0,1092,1212.57,206221,1786,c.High(above 1500)
11/19/2020,485,0.71,0.88,1.04,0.77,0.23,0.23,0.48,0.48,0.99,74,658871,176971,360800,537771,386825,37451585,121100,4493,2690327,22915,1453256,395436,37575856,0,1,1,1,1,1,1,0,0,0,1246,1199.57,207908,1687,c.High(above 1500)
11/20/2020,485,0.71,0.88,1.05,0.76,0.23,0.23,0.48,0.45,0.67,75,658426,176901,360425,537326,382919,37834504,121100,4214,2694541,20252,1473508,391667,37967604,0,1,1,1,1,1,1,0,0,0,1286,1164.57,209460,1552,c.High(above 1500)
11/21/2020,498,0.63,0.81,1.11,0.68,0.23,0.18,0.42,0.33,1.3,14,659188,176663,361425,538088,362198,38196702,121100,903,2696219,19875,1493383,369040,38336683,0,1,1,1,1,1,1,0,0,0,889,1151.14,210921,1461,b.Medium(500-1500)
11/22/2020,512,0.64,0.81,1.14,0.68,0.23,0.19,0.41,0.36,1.74,24,657006,175981,359925,535906,273820,38474840,121100,417,2696759,18662,1512045,279041,38620055,0,1,1,1,1,1,1,0,0,0,1005,1128.43,212413,1492,b.Medium(500-1500)
11/23/2020,508,0.72,0.93,1.07,0.78,0.23,0.24,0.49,0.48,0.78,138,646956,176431,349425,525856,201209,38677460,121100,2387,2699146,15450,1527495,212533,38834497,0,1,1,1,1,1,1,0,0,0,1146,1109.71,214001,1588,c.High(above 1500)
11/24/2020,496,0.71,0.91,1.06,0.77,0.23,0.24,0.49,0.49,0.73,95,649225,178200,349925,528125,303364,38983863,121100,3037,2708953,11299,1538794,311763,39149830,0,1,1,1,1,1,1,0,0,0,1071,1105,215500,1499,b.Medium(500-1500)
11/25/2020,499,0.7,0.89,1.06,0.76,0.23,0.23,0.48,0.46,0.8,87,655225,178200,355925,534125,346677,39329071,121100,3571,2712524,18213,1557007,356026,39504682,0,1,1,1,1,1,1,0,0,0,1125,1109.71,217114,1614,c.High(above 1500)
11/26/2020,461,0.71,0.88,1.06,0.76,0.23,0.23,0.48,0.47,1.07,63,654900,178200,355600,533800,374522,39704176,121100,4424,2717002,17555,1574562,383521,39888901,0,1,1,1,1,1,1,0,0,0,1160,1097.43,218540,1426,b.Medium(500-1500)
11/27/2020,460,0.72,0.88,1.06,0.77,0.23,0.23,0.47,0.45,0.76,70,655426,178226,356100,534326,322741,40026917,121100,3564,2720566,16022,1589301,333917,40223088,0,1,1,1,1,1,1,0,0,0,1238,1090.57,219820,1280,b.Medium(500-1500)
11/28/2020,486,0.65,0.83,1.17,0.69,0.23,0.19,0.42,0.35,1.12,12,657362,177337,358925,536262,304710,40331832,121100,729,2721295,15871,1605172,311126,40534403,0,1,1,1,1,1,1,0,0,0,885,1090,221041,1221,b.Medium(500-1500)
11/29/2020,501,0.64,0.81,1.2,0.68,0.23,0.19,0.39,0.37,1.34,17,662259,177909,363250,541159,213036,40546995,121100,478,2722579,12155,1617327,219899,40756444,0,1,1,1,1,1,1,0,0,0,1013,1091.14,222430,1389,b.Medium(500-1500)
11/30/2020,465,0.73,0.95,1.09,0.8,0.23,0.25,0.49,0.49,0.66,118,695495,178165,390250,574395,185276,40750321,121100,1674,2739880,12330,1629657,214835,40989701,0,1,1,1,1,1,1,0,0,0,1158,1092.86,223836,1406,b.Medium(500-1500)
12/1/2020,425,0.73,0.93,1.07,0.79,0.24,0.25,0.51,0.52,0.77,92,704060,178187,399950,582960,283038,41039375,121100,2918,2751997,13430,1643086,312003,41307854,0,1,1,1,1,1,1,0,0,0,1160,1105.57,225329,1493,b.Medium(500-1500)
12/2/2020,414,0.77,0.96,1.06,0.83,0.25,0.3,0.56,0.55,0.94,77,703549,178187,400100,582449,325610,41364985,121100,3528,2755525,16170,1659256,352990,41660895,0,0,0,0,0,1,1,0,1,0,1276,1127.14,226815,1486,b.Medium(500-1500)
12/3/2020,504,0.78,0.95,1.05,0.82,0.26,0.31,0.54,0.54,0.63,62,703338,177998,400100,582238,354645,41721103,121100,3740,2759600,14879,1674134,389476,42052539,0,0,0,0,0,1,1,0,1,0,1374,1157.71,228317,1502,c.High(above 1500)
12/4/2020,499,0.79,0.95,1.05,0.84,0.27,0.34,0.58,0.53,0.73,72,685132,178039,382550,564032,337482,42058585,121100,4228,2763828,16298,1690432,380886,42433500,0,0,0,0,0,1,1,0,1,0,1602,1209.71,229749,1432,b.Medium(500-1500)
12/5/2020,407,0.81,1.01,1.2,0.85,0.29,0.4,0.58,0.5,1.08,10,683209,177836,384000,562109,327604,42386189,121100,1417,2765245,15539,1705971,354799,42788342,0,0,0,0,0,1,1,0,1,0,1168,1250.14,231127,1378,b.Medium(500-1500)
12/6/2020,436,0.78,0.99,1.25,0.82,0.3,0.38,0.55,0.51,0.84,11,677060,177460,378500,555960,251913,42638101,121100,335,2765580,17272,1723242,272787,43061173,0,0,0,0,0,1,1,0,1,0,1299,1291,232598,1471,b.Medium(500-1500)
12/7/2020,466,0.82,1.02,1.1,0.87,0.31,0.32,0.56,0.57,0.72,116,682816,177716,384000,561716,181493,42821958,121100,2074,2767654,14718,1737960,215981,43279583,0,0,0,0,0,1,1,0,1,0,1349,1318.29,234261,1663,c.High(above 1500)
12/8/2020,472,0.8,0.99,1.09,0.86,0.32,0.33,0.58,0.57,0.68,109,680786,181686,378000,559686,258545,43080501,121100,2254,2770061,12282,1750241,294966,43574642,0,0,0,0,0,1,1,0,1,0,1333,1343,236045,1784,c.High(above 1500)
12/9/2020,448,0.8,0.99,1.09,0.86,0.32,0.34,0.56,0.55,0.86,73,673286,181686,370500,552186,330596,43424035,121100,2860,2773773,16578,1766819,369586,43957226,0,0,0,0,0,1,1,0,1,0,1455,1368.57,237802,1757,c.High(above 1500)
12/10/2020,496,0.8,0.97,1.07,0.85,0.33,0.34,0.58,0.56,0.87,93,658078,181078,355900,536978,379522,43803556,121100,3590,2783438,20964,1787783,400646,44357906,0,0,0,0,0,1,1,0,1,0,1648,1407.71,239556,1754,c.High(above 1500)
12/11/2020,491,0.82,0.98,1.08,0.87,0.33,0.36,0.58,0.55,0.77,76,658263,180663,356500,537163,362732,44166288,121100,3979,2787417,21672,1809455,391531,44749538,0,0,0,0,0,1,1,0,1,0,1892,1449.14,241245,1689,c.High(above 1500)
12/12/2020,488,0.84,1.03,1.21,0.88,0.33,0.43,0.59,0.52,1.12,19,663936,181336,361500,542836,347302,44513590,121100,966,2788383,21502,1830956,358491,45108048,0,0,0,0,0,1,1,0,1,0,1450,1489.43,243043,1798,c.High(above 1500)
12/13/2020,480,0.76,0.96,1.23,0.8,0.33,0.37,0.54,0.49,0.51,33,663466,180866,361500,542366,303646,44817235,121100,365,2788748,18447,1849403,312273,45420339,0,0,0,0,0,1,1,0,1,0,1559,1526.57,244797,1754,c.High(above 1500)
12/14/2020,506,0.83,1.02,1.11,0.89,0.33,0.35,0.57,0.57,0.77,136,673910,181310,371500,552810,254365,45071600,121100,2172,2792031,20263,1869666,275772,45696137,0,0,0,0,0,1,1,0,1,0,1582,1559.86,246753,1956,c.High(above 1500)
12/15/2020,507,0.83,1.01,1.09,0.88,0.33,0.38,0.6,0.58,0.77,91,655064,181780,352184,533964,286593,45366948,121100,2679,2800932,18450,1888116,304360,46009318,0,0,0,0,0,1,1,0,1,0,1553,1591.29,248711,1958,c.High(above 1500)
12/16/2020,484,0.8,0.98,1.09,0.85,0.32,0.29,0.52,0.51,0.76,74,670580,181780,367700,549480,346426,45713287,121100,4154,2805086,25161,1913277,364388,46373777,0,1,0,1,0,1,1,0,0,0,1591,1610.71,250793,2082,c.High(above 1500)
12/17/2020,567,0.82,0.98,1.09,0.87,0.32,0.29,0.54,0.56,1.04,82,705380,181780,402500,584280,354431,46089994,121100,3094,2808180,35383,1948660,375185,46771368,0,1,0,1,0,1,1,0,0,0,2196,1689,252937,2144,c.High(above 1500)
12/18/2020,586,0.81,0.94,1.07,0.85,0.31,0.29,0.52,0.49,0.59,79,693880,181780,391000,572780,362755,46453579,121100,4022,2812202,28507,1977167,390130,47162512,0,1,0,1,0,1,1,0,0,0,2481,1773.14,254858,1921,c.High(above 1500)
12/19/2020,548,0.87,1.03,1.28,0.9,0.3,0.32,0.54,0.52,0.97,18,767736,181336,465300,646636,423456,46877035,121100,1662,2813864,27052,2004219,440584,47603238,0,1,0,1,0,1,1,0,0,0,2209,1881.57,256903,2045,c.High(above 1500)
12/20/2020,551,0.8,0.97,1.36,0.83,0.29,0.19,0.41,0.53,1.21,27,784650,188050,475500,663550,415468,47292503,121100,480,2814344,35928,2040147,433470,48036807,0,1,1,1,1,1,1,0,0,0,2256,1981.14,259073,2170,c.High(above 1500)
12/21/2020,602,0.78,0.91,1,0.81,0.27,0.22,0.43,0.42,0.5,156,803994,188494,494400,682894,393047,47694789,121100,2457,2817312,33364,2073511,423675,48469931,0,1,1,1,1,1,1,0,0,0,1828,2016.29,261443,2370,c.High(above 1500)
12/22/2020,629,0.78,0.89,0.94,0.81,0.27,0.21,0.44,0.43,0.65,113,836214,188964,526150,715114,416533,48113747,121100,2349,2820455,36804,2110314,453903,48926548,0,1,1,1,1,1,1,0,0,0,1508,2009.86,263924,2481,c.High(above 1500)
12/23/2020,629,0.78,0.85,0.8,0.8,0.23,0.2,0.44,0.38,0.5,112,832364,191964,519300,711264,462419,48576186,121100,3351,2823274,39237,2149551,509507,49436437,0,1,1,1,1,1,1,0,0,0,1684,2023.14,266203,2279,c.High(above 1500)
12/24/2020,616,0.7,0.63,0.41,0.67,0.22,0.22,0.46,0.29,0.83,97,841071,191871,528100,719971,428159,49004345,121100,3150,2826424,39877,2189428,463123,49899989,0,1,1,1,1,1,1,0,0,0,1231,1885.29,268285,2082,c.High(above 1500)
12/25/2020,655,0.36,0.24,0.03,0.32,0.21,0.14,0.28,0.4,0.27,17,821406,191306,509000,700306,334434,49338779,121100,588,2827012,32725,2222153,339024,50239228,0,1,1,1,1,1,1,0,0,0,364,1684.93,270466,2181,c.High(above 1500)
12/26/2020,692,0.43,0.41,0.28,0.42,0.2,0.09,0.26,0.07,0.72,35,840316,191216,528000,719216,263663,49602442,121100,735,2827747,35691,2257844,269876,50509650,0,1,1,1,1,1,1,0,0,0,926,1501.64,272996,2530,c.High(above 1500)
12/27/2020,718,0.58,0.68,0.85,0.6,0.2,0.14,0.35,0.37,0.93,56,869722,191122,557500,748622,333028,49935470,121100,588,2828335,30501,2288345,352702,50931123,0,1,1,1,1,1,1,0,0,0,1337,1370.36,275867,2871,c.High(above 1500)
12/28/2020,723,0.48,0.44,0.31,0.46,0.17,0.25,0.5,,0.55,80,876506,191306,564100,755406,329910,50265380,121100,642,2828977,41385,2329730,357238,51289157,0,1,1,1,1,1,1,0,0,0,1258,1288.93,279001,3134,c.High(above 1500)
12/29/2020,713,0.53,0.55,0.52,0.53,0.16,0.17,0.4,0.28,0.5,186,859214,191964,546150,738114,289863,50555152,121100,2670,2831647,53135,2382865,344775,51635380,0,1,1,1,1,1,1,0,0,0,1233,1249.64,282253,3252,c.High(above 1500)
12/30/2020,760,0.58,0.59,0.55,0.58,0.14,0.18,0.42,0.28,0.68,152,842614,191964,529550,721514,363739,50918976,121100,3090,2834737,50023,2432888,420492,52058247,0,1,1,1,1,1,1,0,0,0,1359,1203.21,285547,3294,c.High(above 1500)
12/31/2020,824,0.5,0.48,0.37,0.48,0.12,0.17,0.42,0.22,0.53,121,841846,191696,529050,720746,430117,51366449,121100,3064,2837801,55892,2488780,482473,52560089,0,1,1,1,1,1,1,0,0,0,952,1163.36,288468,2921,c.High(above 1500)
1/1/2021,812,0.29,0.23,0.1,0.27,0.12,0.12,0.37,0.16,0.38,41,831106,191506,518500,710006,408033,51774482,121100,596,2838397,53285,2542065,422804,52983845,0,1,1,1,1,1,1,0,0,0,753,1116.86,291837,3369,c.High(above 1500)
1/2/2021,831,0.52,0.59,0.65,0.53,0.11,0.15,0.34,0.25,0.85,43,879104,191304,566700,758004,363805,52138197,121100,550,2838947,57725,2599789,411523,53396177,0,1,1,1,1,1,1,0,0,0,1412,1186.29,295278,3441,c.High(above 1500)
1/3/2021,807,0.55,0.68,0.9,0.57,0.12,0.19,0.37,0.3,0.86,44,874853,190906,562847,753753,377037,52515234,121100,718,2839665,54990,2654779,428770,53825846,0,1,1,1,1,1,1,0,0,0,1724,1241.57,298927,3649,c.High(above 1500)
1/4/2021,895,0.6,0.77,0.8,0.65,0.13,0.19,0.36,0.29,0.64,200,882052,191694,569258,760952,357568,52883611,121100,1989,2841654,58784,2713563,464611,54302701,0,1,1,1,1,1,1,0,0,0,1571,1286.29,302863,3936,c.High(above 1500)
1/5/2021,966,0.56,0.74,0.87,0.61,0.14,0.17,0.33,0.26,0.54,150,895338,191788,582450,774238,400325,53286837,121100,2700,2844354,60916,2774479,498624,54808079,1,1,1,1,1,1,1,0,0,0,1329,1300,306981,4118,c.High(above 1500)
1/6/2021,1014,0.54,0.73,0.9,0.6,0.13,0.17,0.32,0.24,0.69,137,889982,191882,577000,768882,461690,53756909,121100,3776,2853009,62322,2836801,557441,55378721,1,1,1,1,1,1,1,0,0,0,1260,1285.86,311372,4391,c.High(above 1500)
1/7/2021,1053,0.53,0.71,0.9,0.59,0.13,0.16,0.32,0.24,0.59,145,897482,191882,584500,776382,501093,54258496,121100,3846,2856855,52618,2889419,619941,56003851,1,1,1,1,1,1,1,0,0,0,1263,1330.29,315667,4295,c.High(above 1500)
1/8/2021,1051,0.52,0.7,0.9,0.58,0.14,0.16,0.31,0.24,0.47,149,900518,191976,587442,779418,544657,54803153,121100,2578,2859428,68053,2957472,680215,56689419,1,1,1,1,1,1,1,0,0,0,1464,1431.86,319666,3999,c.High(above 1500)
1/9/2021,1091,0.48,0.65,0.96,0.52,0.14,0.14,0.33,0.23,0.87,34,908010,191210,595700,786910,500720,55303869,121100,946,2860134,59937,3017409,567302,57258926,1,1,1,1,1,1,1,0,0,0,1195,1400.86,323794,4128,c.High(above 1500)
1/10/2021,1169,0.46,0.61,0.97,0.5,0.14,0.14,0.32,0.25,0.95,63,906072,194750,590222,784972,414752,55718621,121100,575,2860709,54940,3072349,485874,57747184,1,1,1,1,1,1,1,0,0,0,1336,1345.43,327731,3937,c.High(above 1500)
1/11/2021,1238,0.56,0.79,0.97,0.63,0.14,0.16,0.32,0.26,0.7,263,914634,195352,598182,793534,325287,56051093,121100,1922,2863199,46169,3118518,536947,58297536,1,1,1,1,1,1,1,0,0,0,1056,1271.86,332040,4309,c.High(above 1500)
1/12/2021,1315,0.55,0.76,0.96,0.62,0.14,0.16,0.31,0.26,0.6,252,920914,195922,603892,799814,417070,56468161,121100,3384,2888341,45533,3164051,584760,58891289,1,1,1,1,1,1,1,0,0,0,975,1221.29,336622,4582,c.High(above 1500)
1/13/2021,1304,0.54,0.75,0.96,0.61,0.14,0.15,0.3,0.24,0.63,213,938635,196114,605146,817535,473277,56952321,121100,3911,2892252,47525,3211576,628556,59538320,1,1,1,1,1,1,1,0,0,0,980,1181.29,340846,4224,c.High(above 1500)
1/14/2021,1338,0.5,0.69,0.91,0.56,0.14,0.15,0.3,0.21,0.41,227,927981,195828,600122,806881,526562,57478883,121100,4231,2896483,48682,3260258,695148,60242686,1,1,1,1,1,1,1,0,0,0,1080,1155.14,344949,4103,c.High(above 1500)
1/15/2021,1319,0.54,0.71,0.91,0.59,0.14,0.15,0.32,0.25,0.58,246,931289,196224,606374,810189,416812,57895694,121100,4126,2900609,55761,3316019,596727,60848505,1,1,1,1,1,1,1,0,0,0,1173,1113.57,348635,3686,c.High(above 1500)
1/16/2021,1415,0.47,0.62,0.93,0.51,0.14,0.12,0.31,0.22,0.66,60,930302,195558,607250,809202,408345,58310423,121100,1437,2902046,41346,3357361,491137,61349606,1,1,1,1,1,1,1,0,0,0,807,1058.14,352576,3941,c.High(above 1500)
1/17/2021,1355,0.48,0.63,0.96,0.52,0.14,0.14,0.34,0.27,1.52,87,927517,192030,607742,806417,320122,58633233,121100,636,2902682,38598,3395959,417329,61774304,1,1,1,1,1,1,1,0,0,0,909,997.14,356326,3750,c.High(above 1500)
1/18/2021,1399,0.57,0.79,0.98,0.63,0.14,0.16,0.32,0.27,0.82,443,937486,192612,618242,816386,262499,58908794,121100,3250,2905932,37535,3433494,556689,62357805,1,1,1,1,1,1,1,0,0,0,934,979.71,360391,4065,c.High(above 1500)
1/19/2021,1484,0.55,0.76,0.96,0.61,0.14,0.15,0.31,0.26,0.51,316,938111,193210,620542,817011,357850,59269588,121100,3744,2918634,33355,3466849,579194,62956912,1,1,1,1,1,1,1,0,0,0,876,965.57,364552,4161,c.High(above 1500)
1/20/2021,1377,0.53,0.74,0.95,0.6,0.14,0.15,0.31,0.23,0.5,319,936748,192975,618210,815648,434099,59715286,121100,4194,2922828,38905,3505754,640856,63623219,1,1,1,1,1,1,1,0,0,0,834,944.71,368603,4051,c.High(above 1500)
1/21/2021,1344,0.54,0.74,0.93,0.61,0.14,0.15,0.32,0.25,0.82,274,935625,193116,617650,814525,439408,60154755,121100,3659,2928018,37892,3543646,665330,64303048,1,1,1,1,1,1,1,0,0,0,923,922.29,372239,3636,c.High(above 1500)
1/22/2021,1332,0.57,0.75,0.94,0.63,0.14,0.16,0.33,0.27,0.87,266,935705,193006,618650,814605,401075,60560094,121100,2485,2930503,40261,3583907,629416,64951149,1,1,1,1,1,1,1,0,0,0,1073,908,375632,3393,c.High(above 1500)
1/23/2021,1283,0.52,0.7,0.96,0.56,0.14,0.13,0.34,0.24,1.17,97,930556,192638,614350,809456,389209,60949302,121100,1940,2932443,33552,3617459,484485,65442601,1,1,1,1,1,1,1,0,0,0,696,892.14,378749,3117,c.High(above 1500)
1/24/2021,1233,0.41,0.59,0.95,0.45,0.14,0.12,0.3,0.25,0.43,86,932955,195128,614300,811855,262111,61211413,121100,571,2933014,30004,3647463,412204,65861305,1,1,1,1,1,1,1,0,0,0,752,869.71,381861,3112,c.High(above 1500)
1/25/2021,1258,0.54,0.77,0.94,0.61,0.14,0.17,0.33,0.26,0.44,459,930570,195520,613950,809470,196510,61407931,121100,3841,2936855,22195,3669658,542893,66422967,1,1,1,1,1,1,1,0,0,0,852,858,384793,2932,c.High(above 1500)
1/26/2021,1169,0.55,0.77,0.96,0.62,0.14,0.16,0.31,0.26,0.4,350,932072,196022,614950,810972,328748,61736678,121100,49300,2996720,20089,3689746,596845,67040373,1,1,1,1,1,1,1,0,0,0,839,852.71,387944,3151,c.High(above 1500)
1/27/2021,1227,0.57,0.78,0.97,0.63,0.14,0.16,0.32,0.26,0.84,307,933325,196116,616109,812225,416040,62152716,121100,46746,3043466,25308,3715054,771710,67828936,1,1,1,1,1,1,1,0,0,0,860,856.43,391004,3060,c.High(above 1500)
1/28/2021,1222,0.56,0.76,0.95,0.63,0.14,0.16,0.33,0.26,0.85,285,926734,198884,606750,805634,405337,62558052,121100,26428,3070438,28680,3743734,753031,68606924,1,1,1,1,1,1,1,0,0,0,929,857.29,394050,3046,c.High(above 1500)
1/29/2021,1154,0.59,0.77,0.94,0.65,0.14,0.16,0.33,0.27,0.76,274,927563,199063,607400,806463,384494,62942530,121100,16432,3086870,29079,3772813,662675,69288509,1,1,1,1,1,1,1,0,0,0,983,844.43,396737,2687,c.High(above 1500)
1/30/2021,1023,0.53,0.71,0.96,0.57,0.14,0.14,0.32,0.24,0.72,70,921197,198397,601700,800097,332831,63275357,121100,11602,3098472,23275,3796088,439006,69736280,1,1,1,1,1,1,1,0,0,0,759,853.43,399207,2470,c.High(above 1500)
1/31/2021,992,0.52,0.68,0.99,0.55,0.14,0.15,0.35,0.27,1.04,60,917790,197990,598700,796690,243538,63540686,121100,8281,3108509,21088,3817176,574012,70340312,1,1,1,1,1,1,1,0,0,0,812,862,401616,2409,c.High(above 1500)
